Company Name,IDBB,CRI Company ID,Exchange Country,Domicile Country,Bloomberg Industry Code,Bloomberg Industry,Dec-19,Jan-20,Feb-20,Mar-20,Apr-20,May-20,Jun-20,Jul-20,Aug-20,Sep-20,Oct-20,Nov-20,Dec-20
ISP Finance Services Ltd,49316244,193650,Jamaica,Jamaica,10008,Financial,6.323657676,9.792013372,13.87288573,15.80952718,42.68019279,103.3794349,197.8126622,112.8866022,65.2901631,38.22054325,28.62249467,21.41766251,16.53322486
Key Insurance Co Ltd,49323672,193676,Jamaica,Jamaica,10008,Financial,48.18653104,56.4953308,63.79493806,71.98024458,173.5336169,373.7664461,696.1069569,371.6426035,206.3078966,117.9783976,84.20822981,63.17865597,48.93131017
Main Event Entertainment Group Ltd,52471185,196209,Jamaica,Jamaica,10005,Consumer Non-Cyclical,84.48653812,73.15056715,64.28016649,53.7889156,52.7948108,50.821759,49.93050878,44.74365123,41.8588489,37.9941271,34.76169663,31.20996989,28.05084483
NCB Financial Group Ltd,52981835,196352,Jamaica,Jamaica,10008,Financial,27.48927907,35.26782699,43.97226249,48.91555449,119.332708,254.1352947,457.9520568,230.5211763,122.5231014,68.53671581,49.01385759,35.86132472,27.91428196
Express Catering Ltd,54391200,197280,Jamaica,Jamaica,10005,Consumer Non-Cyclical,5.233706751,5.200473099,4.611328789,4.41361569,4.545704125,4.742830946,5.002205502,4.734665168,4.793418589,4.51183878,4.302713611,3.954950812,3.653922477
Stationery & Office Supplies Ltd,54561201,197399,Jamaica,Jamaica,10004,Consumer Cyclical,10.02147087,9.349911399,8.59967897,7.800051072,17.73750587,33.73181636,57.90546732,37.06787281,26.57340834,19.33954586,15.35672391,12.16569826,9.862643118
Productive Business Solutions Ltd,32599535,197489,Jamaica,Jamaica,10013,Technology,0.026199007,0.107411359,0.129115497,0.155727889,0.278089782,0.451656218,0.720655455,0.689267963,0.632468775,0.557061603,0.594827148,0.532598971,0.51716519
Fosrich Co Ltd,57807440,198336,Jamaica,Jamaica,10004,Consumer Cyclical,60.28366069,52.14040922,47.11402415,39.66101437,82.75759906,152.7685081,250.5556257,156.4723801,111.0467316,79.54049685,63.49557058,51.03104912,41.92152056
Gwest Corp Ltd,57948427,198393,Jamaica,Jamaica,10005,Consumer Non-Cyclical,264.9186965,268.9274224,233.7041939,211.9898073,213.8187507,217.4221149,217.7922874,200.3748813,191.9994058,181.2170571,173.268511,162.3877561,155.4173651
Wisynco Group Ltd,43079430,198525,Jamaica,Jamaica,10005,Consumer Non-Cyclical,2.512328882,2.081596642,1.788670986,1.578302605,1.725862982,1.849010092,1.926544743,1.795130573,1.671839868,1.475152576,1.270909743,1.13137896,1.022228786
Victoria Mutual Investments Ltd,28889741,198536,Jamaica,Jamaica,10008,Financial,18.11738388,23.66577839,29.5571719,35.23835181,91.96932126,210.9115909,408.5011689,218.4893856,120.49363,69.37107195,50.22438985,37.9335933,29.56833313
Elite Diagnostic Ltd,59233765,198857,Jamaica,Jamaica,10005,Consumer Non-Cyclical,6.644270269,5.920040818,5.183623483,4.630054655,4.726771491,4.653194849,4.585625807,3.958197346,3.659637766,3.212206222,2.869309461,2.538853905,2.273822144
Sygnus Credit Investments Ltd,61032529,199837,Jamaica,Jamaica,10008,Financial,4.546252648,5.61711127,6.428090706,8.242717415,20.90844454,44.33717783,86.09025124,46.20043495,26.31994933,17.01978499,11.70324943,8.407642806,6.47550253
Everything Fresh Ltd,61200709,199873,Jamaica,Jamaica,10005,Consumer Non-Cyclical,78.38309086,55.11176756,49.022323,43.17272628,43.4369667,41.65199906,42.59921493,38.10015117,35.99691633,32.41628779,30.13083535,26.9859187,23.97095507
Indies Pharma Jamaica Ltd,61462451,200008,Jamaica,Jamaica,10005,Consumer Non-Cyclical,0.272316041,0.257328737,0.243924528,0.227089083,0.259999754,0.282116217,0.291588924,0.277618682,0.262149283,0.232297648,0.213829725,0.191955578,0.171071585
Stanley Motta Ltd,61544471,200029,Jamaica,Jamaica,10008,Financial,9.244540339,11.37302246,13.8810735,16.2964156,42.15899048,89.60968452,164.9430462,86.92516359,46.60570522,26.63875177,19.50838013,14.53003353,11.38767972
Caribbean Cream Ltd,35477823,202575,Jamaica,Jamaica,10005,Consumer Non-Cyclical,81.34036829,61.17510511,54.43632347,41.74051267,40.23749301,35.54420372,33.60942131,28.89064819,26.90078184,24.22488269,22.60222756,20.90570571,19.41611744
Impulsora del Desarrollo y el Empleo en America Latina SAB de CV,10007665,89238,Mexico,Mexico,10011,Industrial,13.71293656,18.04055623,30.78734153,46.84102738,113.9841523,221.6167786,393.8119998,297.1767256,244.2171467,210.4797381,219.6037475,228.2480557,237.8897343
Promotora Ambiental SAB de CV,10098461,89247,Mexico,Mexico,10011,Industrial,5.087471907,12.11035662,15.62105082,20.11338211,40.53302844,75.50682635,133.9716353,105.7525212,87.87613937,72.82153359,67.97951782,64.12445169,60.29468674
Grupo TMM SAB,101495,89251,Mexico,Mexico,10011,Industrial,49.38204311,57.70589018,72.77580337,90.78183232,174.906307,311.514539,532.391689,413.7125729,331.3004339,270.8499934,243.3604739,217.5381291,195.7857487
Vitro SAB de CV,101603,89252,Mexico,Mexico,10011,Industrial,7.082110759,8.998499822,11.42783886,13.79892301,26.56003266,46.66008688,80.57667445,62.46774898,50.41172626,40.99746117,37.5160735,34.24323858,31.3980805
Grupo Aeroportuario del Centro Norte SAB de CV,10416625,89254,Mexico,Mexico,10011,Industrial,0.129759892,0.199744808,0.304048759,0.458755579,0.998189443,1.930789522,3.351427616,2.619883389,2.080101126,1.65714798,1.479277937,1.355537922,1.248884533
Financiera Independencia SAB de CV SOFOM ENR,10616121,89268,Mexico,Mexico,10008,Financial,1.882737237,3.974472612,7.179686555,13.68412401,34.99243851,84.6317643,178.026901,126.4494344,88.37972256,59.39940413,48.91656208,41.11192138,34.26006976
Grupo Carso SAB de CV,116659,89335,Mexico,Mexico,10006,Diversified,4.573041747,5.592052743,7.083012064,8.557463307,15.42781833,27.03928962,45.83257908,38.24234056,30.70191895,24.22068511,20.79392917,18.33287024,16.06464651
El Puerto de Liverpool SAB de CV,116755,89337,Mexico,Mexico,10004,Consumer Cyclical,1.883401134,2.680899412,3.084065986,3.471483273,6.249793024,9.656550392,15.12701904,10.95447114,9.022925076,6.888516757,6.106628175,5.166959489,4.635314504
Cydsa SAB de CV,117408,89352,Mexico,Mexico,10002,Basic Materials,13.21961359,16.24967014,18.75634813,21.125731,38.50030304,70.42334461,127.8764939,101.3673202,77.90626094,59.08944666,48.90263493,42.17324396,36.78343187
Grupo Cementos de Chihuahua SAB de CV,117561,89354,Mexico,Mexico,10011,Industrial,0.940465218,1.371414988,1.774106958,2.280178149,4.395550345,7.8158447,13.16010943,10.21156715,8.194928423,6.518790054,5.870936535,5.383925181,4.906128146
Grupo Herdez SAB de CV,117563,89356,Mexico,Mexico,10005,Consumer Non-Cyclical,7.15790971,7.928389164,8.92338647,10.17202619,18.8129024,33.42689021,57.76667123,45.34747066,35.80542855,27.96872308,24.63218678,21.77729625,19.45465056
Alfa SAB de CV,117564,89357,Mexico,Mexico,10006,Diversified,29.81339063,33.89439872,40.72049172,48.5286666,86.15677485,150.1196494,250.4186733,204.1290836,160.7536562,125.4644242,107.7320249,93.77879975,81.99034931
Grupo Bimbo SAB de CV,117565,89358,Mexico,Mexico,10005,Consumer Non-Cyclical,13.47479262,15.0764057,17.03943368,19.40212505,35.58432459,62.77271811,107.8948827,85.78884624,68.77368415,54.27507068,47.57593651,42.09604719,37.56187347
Grupo Mexico SAB de CV,117567,89360,Mexico,Mexico,10002,Basic Materials,5.711567148,6.887189116,8.001494353,9.19935327,17.19986836,32.35075698,59.09422885,46.91483013,35.46594868,26.71567883,21.9255846,18.4866224,15.72984816
Grupo Televisa SAB,117568,89361,Mexico,Mexico,10003,Communications,25.27720658,39.01228415,45.45735955,56.26273326,66.07394796,90.75297873,120.7917027,107.9163909,93.57432551,82.54437479,77.79964281,74.27180415,69.88434696
Kimberly-Clark de Mexico SAB de CV,117687,89362,Mexico,Mexico,10005,Consumer Non-Cyclical,0.485499463,0.628651708,0.78946108,0.972018926,1.882907312,3.527305189,6.232565526,5.086566102,4.145860564,3.309431645,3.002616284,2.710338224,2.513835036
Organizacion Soriana SAB de CV,118003,89369,Mexico,Mexico,10005,Consumer Non-Cyclical,19.91777503,26.64209119,34.00759939,41.72897857,82.32609745,159.3997686,298.9039441,255.5444168,216.1416412,179.7324109,168.635036,158.2066267,150.5608409
Grupo Simec SAB de CV,119296,89382,Mexico,Mexico,10002,Basic Materials,1.027149851,1.046524296,1.056209645,0.96973114,1.388298761,1.997162042,2.725849124,1.63160425,0.905829506,0.486488973,0.288556219,0.169716987,0.100435659
Grupo Radio Centro SAB de CV,119468,89387,Mexico,Mexico,10003,Communications,151.0336599,22.75934628,30.86972946,40.29700636,51.98097125,74.33469543,101.1620661,88.4839448,77.32647213,65.35616777,62.87670032,58.69176738,54.55665935
Promotora y Operadora de Infraestructura SAB de CV,126005,89407,Mexico,Mexico,10005,Consumer Non-Cyclical,0.394980505,0.373209324,0.338352937,0.310725565,0.471390184,0.789097625,1.393136561,1.149286159,0.969493836,0.871231002,0.812119473,0.726362785,0.661506709
Grupo Mexicano de Desarrollo SAB,126725,89415,Mexico,Mexico,10011,Industrial,32.88462417,10.74084975,13.94480098,18.4060129,37.22583739,68.60072252,123.4595811,99.01318323,81.33361108,67.96886529,64.05182499,59.7056479,56.14703755
Megacable Holdings SAB de CV,13388720,89473,Mexico,Mexico,10003,Communications,0.396014756,0.637644094,0.880030432,1.142928937,1.412294719,1.983424406,2.571357117,2.178708323,1.78333827,1.51104157,1.418836334,1.328173178,1.226338471
Wal-Mart de Mexico SAB de CV,136125,89496,Mexico,Mexico,10004,Consumer Cyclical,0.62003218,0.672381151,0.602751883,0.621537615,0.947604577,1.15547365,1.425986233,0.804208118,0.494884052,0.286327419,0.185011009,0.114008055,0.068771917
Corporativo GBM SAB de CV,136693,89530,Mexico,Mexico,10008,Financial,0.206870147,0.351510234,0.568996287,0.91723513,2.259379528,4.975332829,11.68499234,8.58573899,6.216767826,4.822149588,4.058542739,3.593938583,3.440590098
Corp Actinver SAB de CV,13846869,89540,Mexico,Mexico,10008,Financial,21.86458408,36.32140939,55.76200327,92.10862378,224.5229031,555.4865012,1213.116975,882.7241356,560.8025438,332.0969157,252.2826704,206.1376805,173.768773
Grupo Aeroportuario del Sureste SAB de CV,1414628,89579,Mexico,Mexico,10011,Industrial,0.168764393,0.222131965,0.29385263,0.353992181,0.630363536,1.041179863,1.62889595,1.158524241,0.854780811,0.620200518,0.523033095,0.437471428,0.371597269
Desarrolladora Homex SAB de CV,1459132,89600,Mexico,Mexico,10011,Industrial,111.8347357,104.904817,144.2141912,220.5057406,459.7512358,862.2398113,1486.721569,1154.510814,952.6098481,794.3318232,699.0837624,616.3225585,525.1320585
Grupo KUO SAB De CV,148184,89620,Mexico,Mexico,10005,Consumer Non-Cyclical,0.501208128,0.563677243,0.684203213,0.878948949,1.963507463,4.145783199,8.251077841,7.228595233,6.406225159,5.920014211,6.032891155,6.053124835,5.822424653
Grupo Gigante SAB de CV,148194,89621,Mexico,Mexico,10004,Consumer Cyclical,3.929670342,2.833752023,1.853691971,1.036221921,0.780277383,0.433499821,0.198098912,0.044710468,0.012305775,0.00300012,0.000623778,0.000114464,1.68E-05
Grupo Elektra SAB DE CV,148310,89623,Mexico,Mexico,10008,Financial,0.699927486,1.281343852,2.030621642,3.237451404,7.178787852,15.52759921,31.25919043,21.56664551,14.58782165,9.764510112,8.13918416,7.075327633,6.181602868
Genomma Lab Internacional SAB de CV,14841598,89626,Mexico,Mexico,10005,Consumer Non-Cyclical,6.157015405,7.872712645,9.89978705,12.16013304,23.69020745,43.70919426,76.79227821,60.49344622,48.01984536,37.44529602,32.62082319,29.05895685,26.04363885
Bio Pappel SAB de CV,148463,89627,Mexico,Mexico,10011,Industrial,26.23231473,36.9888601,47.45835546,58.71949976,110.6736075,187.8597105,305.8272226,226.6930036,176.3856439,139.7007322,124.9858165,111.816103,100.5311058
Grupo Financiero Banorte SAB de CV,154438,89821,Mexico,Mexico,10008,Financial,6.623177971,11.30857781,16.87387249,25.48297001,54.15288177,116.5491554,232.9821342,160.2042281,107.9456117,71.53573264,59.6402746,50.56718336,44.44939319
Accel SAB de CV,154596,89827,Mexico,Mexico,10006,Diversified,0.929932227,1.115237796,1.319887941,1.524074821,2.688772683,4.704295804,7.918082683,6.453636105,5.110188477,3.973978258,3.37057388,2.919035284,2.621397811
Cia Minera Autlan SAB de CV,154733,89837,Mexico,Mexico,10002,Basic Materials,40.28443623,45.81981919,50.7068897,55.37910588,99.44207072,180.2986894,320.9028347,250.442102,189.3938607,142.7668636,120.8006438,104.3214357,90.39166392
Corp Moctezuma SAB de CV,154766,89843,Mexico,Mexico,10011,Industrial,0.005280925,0.005277175,0.006280245,0.006263691,0.008737644,0.012333312,0.017424444,0.011446265,0.007315374,0.004717496,0.003338135,0.002394746,0.001835622
Grupo Vasconia SAB,154770,89844,Mexico,Mexico,10004,Consumer Cyclical,1.490363601,10.16749381,11.56324844,13.57443623,25.50129639,41.18396914,65.49289808,46.75688987,38.688977,30.57497884,27.04773251,23.54241818,20.96694747
Internacional de Ceramica SAB de CV,156251,89888,Mexico,Mexico,10011,Industrial,0.029224216,0.030080092,0.024550126,0.019711463,0.027318465,0.031855532,0.036030446,0.019399277,0.008965814,0.004663536,0.002453139,0.001225457,0.000858038
Grupo Posadas SAB de CV,156253,89890,Mexico,Mexico,10004,Consumer Cyclical,17.14019804,21.53208771,23.85701459,29.15689897,55.39690923,87.38862472,131.1638457,92.80538384,75.67732516,58.48341913,50.78755198,43.09167534,37.02657069
Organizacion Cultiba SAB de CV,156255,89892,Mexico,Mexico,10005,Consumer Non-Cyclical,9.69803879,11.94191888,12.59121639,14.74558775,25.39506058,44.46825519,74.92262888,58.1749162,45.59017788,36.11876365,33.09173282,30.56263693,26.95235321
Gruma SAB de CV,158114,89960,Mexico,Mexico,10005,Consumer Non-Cyclical,1.233927865,1.503971314,1.841053472,2.104610999,3.833144502,6.636410747,11.39591575,8.955080619,7.224689243,5.738155401,5.214543641,4.684412638,4.25197671
Grupo Qumma SA de CV,158118,89962,Mexico,Mexico,10003,Communications,38.36627214,9.018835137,11.08145949,13.44360016,16.7809126,22.51759731,29.55875545,25.15306103,21.06417547,17.99931117,17.18429402,16.26842552,15.24869599
Value Grupo Financiero SAB de CV,158119,89963,Mexico,Mexico,10008,Financial,1.756486761,3.044675531,4.950423283,7.847394475,17.24935792,37.86622341,76.45610191,52.76103842,34.83579186,22.86263286,18.73580314,15.86287146,13.50767581
Casa de Bolsa Finamex SAB de CV,158123,89967,Mexico,Mexico,10008,Financial,71.88283063,116.7610564,163.2776063,225.1155446,416.1446178,737.8487574,1173.019391,713.6131973,425.6726722,252.8842753,192.9350372,150.899202,121.986451
Grupo Financiero Inbursa SAB de CV,158125,89968,Mexico,Mexico,10008,Financial,4.658594238,7.444653528,11.00945263,15.79026375,32.95407903,68.70503484,139.0928619,96.09781828,66.18710364,44.33090489,37.47925545,31.90433335,27.84690833
Orbia Advance Corp SAB de CV,158137,89973,Mexico,Mexico,10002,Basic Materials,17.43111818,20.60474849,26.02916478,31.74938078,60.15836702,107.8902485,180.449656,133.5493847,96.4186845,71.11434077,60.0877369,53.29984466,48.07953728
Grupo Industrial Saltillo SAB de CV,158141,89974,Mexico,Mexico,10002,Basic Materials,10.44835853,12.50403418,14.40926223,16.08556388,28.89297887,51.92049368,92.53020407,74.85002847,57.05290646,42.86097493,35.95175417,30.57887594,26.42271551
Grupo Nacional Provincial SAB,158144,89976,Mexico,Mexico,10008,Financial,1.332198188,3.295680487,4.785597669,7.237731659,15.35252184,32.884946,65.58030935,44.83355522,30.15988533,20.18376968,16.72884301,14.13215156,12.18713701
Industrias CH SAB de CV,158156,89982,Mexico,Mexico,10011,Industrial,3.229893771,5.041314758,7.252820679,10.29704624,22.14875563,43.27395831,78.9721412,62.78005801,50.93241958,41.2152116,37.35869256,34.22517834,31.04452969
Industrias Penoles SAB de CV,158161,89985,Mexico,Mexico,10002,Basic Materials,11.87284468,12.19887126,13.91573626,15.79851458,27.91332248,50.12922169,88.38651603,69.62653385,51.70568539,38.16460617,31.13439912,26.61901183,22.92941368
Grupo Lamosa SAB de CV,158174,89989,Mexico,Mexico,10011,Industrial,3.20343114,3.95563593,5.094368551,6.37714747,12.65008326,22.82122147,39.03037891,30.54157115,24.55038009,19.45566432,17.5284245,16.22542889,14.94034877
Medica Sur SAB de CV,158185,89991,Mexico,Mexico,10005,Consumer Non-Cyclical,9.694428276,10.9684238,12.55396822,14.16930238,26.11510792,46.15240712,78.9703855,62.46678584,49.2784765,39.09015592,34.33311858,30.88591255,28.25928969
Grupo Financiero Multiva SAB de CV,158197,89994,Mexico,Mexico,10008,Financial,10.54271157,21.43160032,32.48631536,49.69445282,107.4028225,229.1607031,453.5735736,307.4542353,203.9084121,138.0720794,115.0360234,98.01369027,85.15630099
Invex Controladora SAB de CV,158645,90289,Mexico,Mexico,10008,Financial,8.744569745,15.17086722,23.08812188,35.23907101,74.0753229,155.6382582,305.6396724,208.1645131,139.6486302,93.28422879,78.01390122,66.77517059,57.86117802
Corp Interamericana de Entretenimiento SAB de CV,173381,91044,Mexico,Mexico,10004,Consumer Cyclical,6.531190996,8.521072961,10.09289789,12.42514505,23.80705168,39.15595295,64.44996869,46.78160591,40.32009561,32.74849925,30.66870077,27.1408166,24.71695134
Convertidora Industrial SAB de CV,173453,91074,Mexico,Mexico,10011,Industrial,214.9599299,9.715126584,12.4583339,16.19100435,33.01573637,61.63392066,109.9569822,86.72191992,71.56944493,59.01135285,54.47584231,50.65896522,47.32298899
Grupo Pochteca SAB de CV,173514,91088,Mexico,Mexico,10004,Consumer Cyclical,54.65636209,67.95030579,81.57016954,93.86932354,173.5646353,271.9724711,423.7029189,297.1222941,244.5131599,190.459503,167.3773955,143.7732873,126.3278238
America Movil SAB de CV,1745816,91146,Mexico,Mexico,10003,Communications,8.688313041,12.13761678,15.45217329,20.82286554,27.72511871,40.38444259,52.60254096,45.1560199,36.44266039,30.06310475,28.11324711,27.00954109,25.58726685
Monex SAB de CV,19344552,91182,Mexico,Mexico,10008,Financial,13.50788161,22.31767356,33.11094649,50.42240739,106.5719627,226.8960792,451.378746,312.8655299,216.6679143,148.2525218,121.1925961,102.4048738,87.41837571
Grupo Bafar SAB de CV,197030,91194,Mexico,Mexico,10005,Consumer Non-Cyclical,0.067064223,0.115346716,0.134205966,0.152224099,0.289524433,0.530522884,0.88803083,0.68855662,0.542910624,0.422934474,0.383786422,0.332860656,0.310349367
Consorcio ARA SAB de CV,197082,91199,Mexico,Mexico,10004,Consumer Cyclical,9.728219052,12.3721356,14.6375324,17.62426848,33.82573682,53.86962026,85.14887264,60.26966217,49.02904223,37.75172401,32.87345366,28.46055538,24.98192547
Grupo Comercial Chedraui SA de CV,201843,91268,Mexico,Mexico,10004,Consumer Cyclical,39.63886794,52.04692172,58.71278071,67.31957608,121.8656801,190.4507041,296.613445,208.2445794,171.9008297,131.2869611,116.3265445,100.7085835,88.12462819
TV Azteca SAB de CV,201876,91269,Mexico,Mexico,10003,Communications,214.6968295,214.6318057,212.2057885,210.3859618,221.7064731,277.4868819,343.5752318,295.5003053,256.8108219,228.4009311,224.3793903,215.5763778,206.4983943
Dine SAB de CV,202868,91271,Mexico,Mexico,10008,Financial,0.037319049,0.067567497,0.116693794,0.219889839,0.548100135,1.298623982,2.847147769,2.066581432,1.388295973,1.044490642,0.982502646,0.895662651,0.905500605
Grupo Sports World SAB de CV,20864114,91276,Mexico,Mexico,10004,Consumer Cyclical,57.22451103,75.85426032,91.26656659,111.1994714,193.1990598,304.3949971,435.6956506,301.9960315,248.3661165,191.55625,176.5566145,139.9716116,117.5240162
ALEATICA SAB de CV,21140774,91279,Mexico,Mexico,10005,Consumer Non-Cyclical,9.821198235,11.11674636,14.17252617,18.03211057,36.77076597,69.98296045,127.4868806,103.4812609,83.45303414,66.41801438,59.04707485,51.80721151,45.78423313
CMR SAB de CV,219483,91363,Mexico,Mexico,10004,Consumer Cyclical,39.55400573,43.2613562,44.41834899,48.40898966,85.26866741,131.2616539,200.0412879,138.5293015,112.2087264,86.2244976,74.12365866,61.73285763,52.87305832
Corporativo Fragua SAB de CV,219639,91389,Mexico,Mexico,10004,Consumer Cyclical,2.227549533,2.876490095,3.414799583,3.899663158,7.163233451,11.41683229,19.39630082,14.51375633,12.37423866,10.06794586,8.77013037,7.428604579,6.530818581
Grupe SAB de CV,219737,91392,Mexico,Mexico,10004,Consumer Cyclical,50.33760084,8.782383008,10.1706751,11.66379844,21.87862971,35.29248896,56.46403501,40.04322269,32.8209475,25.62847436,22.60703958,19.61940741,17.48662985
Industrias Bachoco SAB de CV,302202,91489,Mexico,Mexico,10005,Consumer Non-Cyclical,0.802835177,0.920809702,1.030193611,1.11924912,2.00601376,3.491493051,6.070193328,4.781719446,3.760449043,2.934310483,2.567745421,2.255293089,1.991588633
Axtel SAB de CV,384435,91694,Mexico,Mexico,10003,Communications,12.76781083,14.05385406,13.77552673,13.24545267,12.24370734,12.33399455,11.17508183,6.4355496,3.441993313,1.735457515,0.920894301,0.44034137,0.192859306
Grupo Famsa SAB de CV,7014457,91730,Mexico,Mexico,10004,Consumer Cyclical,191.4852224,226.0048047,269.2130365,301.2518498,573.6318907,877.5207218,1375.177294,969.3053763,822.0843109,633.5483603,563.6763844,472.5485925,413.306079
Grupo Aeroportuario del Pacifico SAB de CV,7404788,91754,Mexico,Mexico,10011,Industrial,0.428360392,0.563416026,0.745700242,0.934376247,1.818092441,3.369430251,6.153167007,5.054313287,4.11070634,3.288485124,2.953527667,2.646626158,2.422747109
Arca Continental SAB de CV,7602506,91789,Mexico,Mexico,10005,Consumer Non-Cyclical,1.094616278,1.237877398,1.398355687,1.561848912,2.813702513,4.955490834,8.521685753,6.532521333,5.151061244,4.027615427,3.535815449,3.158288951,2.820231514
Grupo Profuturo SAB de CV,7693358,91795,Mexico,Mexico,10008,Financial,8.505066171,2.606339709,3.856602085,6.01895565,13.38885665,28.67118761,57.84466431,38.97691505,26.34732629,17.76820534,14.77603878,12.57309748,10.87937075
Sare Holding SAB de CV,7825205,91805,Mexico,Mexico,10004,Consumer Cyclical,211.0538672,254.8293874,276.9817942,314.0605478,582.1903086,938.1607668,1473.842965,1113.721638,954.0400414,768.0630954,692.659261,612.4415151,536.5262901
Alsea SAB de CV,815542,91860,Mexico,Mexico,10004,Consumer Cyclical,50.64220704,77.87141487,94.75231837,116.1602924,225.1723684,377.5551136,626.0382392,476.153584,414.6385764,331.1741746,303.6619382,272.4262258,244.630937
Urbi Desarrollos Urbanos SAB de CV,876466,91917,Mexico,Mexico,10011,Industrial,272.281261,328.3193432,379.8667715,445.1987925,836.4460146,1485.925474,2410.633201,1891.151766,1461.469429,1149.647955,1000.58371,883.6736056,783.4396534
Alpek SAB de CV,962572,91971,Mexico,Mexico,10002,Basic Materials,11.68245948,13.07580392,14.72101817,16.27235175,28.93841545,51.42949603,87.82513389,66.62817517,48.17750922,34.98665168,28.38402407,23.76051429,20.10973687
Bolsa Mexicana de Valores SAB de CV,971983,91972,Mexico,Mexico,10008,Financial,0.00655012,0.015642918,0.031777297,0.057404617,0.127747988,0.266327634,0.50856133,0.332376979,0.226800578,0.157082868,0.130623825,0.114806378,0.10300897
Minera Frisco SAB de CV,21750263,93536,Mexico,Mexico,10002,Basic Materials,81.3945153,91.97960775,96.136207,107.8265023,225.1443645,465.8610785,871.0501011,695.0283268,514.0705491,384.5046438,320.3370703,283.6676268,251.5957004
Gentera SAB de CV,22018383,93537,Mexico,Mexico,10008,Financial,1.732850498,3.158936067,5.064106374,8.038388967,17.56409212,38.00081915,76.31062426,51.64395039,34.3318958,22.75644939,18.69877943,16.00130321,13.78182217
Fibra Uno Administracion SA de CV,23778263,93549,Mexico,Mexico,10008,Financial,0.785069744,1.425987834,2.279992245,3.669123219,8.306436288,18.47237968,38.06103968,25.70681126,16.9761457,11.12307318,9.013638127,7.576212796,6.519586493
Grupo Aeromexico SAB de CV,24338392,93555,Mexico,Mexico,10004,Consumer Cyclical,146.0655387,188.4034852,208.9022251,234.6269072,406.8218919,612.8013514,905.3776323,628.6320302,518.6510867,408.3894133,360.0232566,307.1264507,267.4764663
Cemex SAB de CV,117341,130010,Mexico,Mexico,10011,Industrial,52.2986332,67.18610942,90.52034674,116.0288068,237.3555723,441.7843067,790.8963996,648.3513375,551.1646239,464.9377408,444.0464241,426.8824757,409.6667616
Fomento Economico Mexicano SAB de CV,158237,130012,Mexico,Mexico,10005,Consumer Non-Cyclical,0.736864972,0.950648602,1.192693449,1.435753376,2.700267723,4.870367969,8.384884047,6.607688322,5.323063167,4.266897034,3.79005076,3.365581005,3.074456549
Maxcom Telecomunicaciones SAB de CV,844134,130022,Mexico,Mexico,10003,Communications,359.6174086,515.5421216,670.4829526,808.3010266,951.7692107,1251.712243,1589.741776,1448.647365,1258.165094,1073.355737,1011.073012,927.4355584,836.6571994
Qualitas Controladora SAB de CV,32084517,130151,Mexico,Mexico,10008,Financial,0.49596204,0.781923032,1.081525132,1.721922188,3.570468406,6.937533978,12.18074412,7.099690162,3.788901992,1.957683199,1.207927349,0.753984852,0.473414559
Corp Inmobiliaria Vesta SAB de CV,8899328,130159,Mexico,Mexico,10008,Financial,0.474634933,0.82670048,1.315038393,2.164249268,5.065402193,11.69518514,24.83948618,17.60753591,12.15142163,8.363571097,7.21556841,6.32259962,5.737031378
Credito Real SAB de CV SOFOM ER,239334,130578,Mexico,Mexico,10008,Financial,5.036367135,9.167753763,14.23776628,22.46260466,49.42931716,108.4219352,218.3331358,149.4592891,100.3385114,66.72239874,54.91396291,46.7254842,40.48560095
Concentradora Fibra Hotelera Mexicana SA de CV,33302436,130826,Mexico,Mexico,10008,Financial,1.700525416,2.982595127,4.578123466,7.152726993,15.52026632,32.96511754,66.69217124,44.72385168,29.92756504,19.72878022,16.05007749,13.49966696,11.74988975
Pena Verde SAB,32642355,130838,Mexico,Mexico,10008,Financial,0.013709988,3.377459163,4.92010176,7.357920987,15.51726417,32.60104384,64.75709981,44.06394453,29.67560689,19.91553535,16.47585679,13.95195539,12.02216142
Macquarie Mexico Real Estate Management SA de CV,33204916,130915,Mexico,Mexico,10008,Financial,0.9451002,1.867595028,3.052264522,4.442495168,9.147139691,19.42833725,39.73057878,27.34951527,17.95123296,11.32050574,8.867911983,7.375392504,6.369494292
Grupo Sanborns SAB de CV,34160980,131254,Mexico,Mexico,10004,Consumer Cyclical,0.428840796,0.478477049,0.518347677,0.577408894,1.020146514,1.567649722,2.411874512,1.633182086,1.259459376,0.919894435,0.766279843,0.632849217,0.535861055
Asesor de Activos Prisma SAPI de CV,33106035,131408,Mexico,Mexico,10008,Financial,1.167290296,2.161897652,3.24201909,4.98047278,10.78473307,23.04058077,45.95037759,31.52473341,21.26876056,14.1038677,11.65588221,10.020456,8.838528529
PLA Administradora Industrial S de RL de CV,34762989,131449,Mexico,Mexico,10008,Financial,0.610810602,1.093027,1.624217992,2.453578464,5.282819552,11.00939761,21.4466699,14.35159565,9.468808535,6.196828934,5.011173184,4.218340437,3.632888377
Infraestructura Energetica Nova SAB de CV,34629334,131471,Mexico,Mexico,10014,Utilities,8.912145894,12.33370313,15.05163963,19.21423288,34.91809728,64.55849124,110.0989541,92.92423775,74.29040459,59.14856243,50.92222248,45.47978675,40.24355463
